Name	Price	Brand	Screen Size	Screen Type	CPU Brand	CPU Type	CPU Gen	Ram	Capacity	Storage Type	GPU	OS	Weight
Aspire 5 A514-52-33AB (NX.HMHSV.001)	11990.0	acer	14	fhd	intel	3	10	4	256	ssd	uhd 620	win10	1.6
Aspire 3 A315-54K-36QU (NX.HEESV.007)	9990.0	acer	15	fhd	intel	3	7	4	256	ssd	hd 620	win10	1.7
Swift 3 SF315-52-52Z7 (NX.GZBSV.004)	15999.0	acer	15	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.6
Swift 3 SF315-52-38YQ (NX.GZBSV.003)	13499.0	acer	15	fhd	intel	3	8	4	1000	hdd	uhd 620	win10	1.6
Swift 3 SF314-56-38UE (NX.H4CSV.005)	14499.0	acer	14	fhd	intel	3	8	4	256	ssd	uhd 620	win10	1.5
Nitro 5 AN515-54-59SF (NH.Q5ASV.013)	22490.0	acer	15	fhd	intel	5	9	8	512	ssd	gtx 1050	win10	2.3
Aspire 5 A515-54-54EU (NX.HN3SV.002)	15990.0	acer	15	fhd	intel	5	10	8	512	ssd	uhd 620	win10	1.7
Aspire 5 A515-54G-51J3 (NX.HN5SV.003)	17990.0	acer	15	fhd	intel	5	10	8	1000	ssd	uhd 620	win10	1.7
Nitro 5 AN515-54-51X1 (NH.Q5ASV.011)	21990.0	acer	15	fhd	intel	5	9	8	256	ssd	gtx 1050	win10	2.3
Nitro 5 AN515-43-R84R (NH.Q5XSV.001)	18999.0	acer	15	fhd	amd	5	3	8	256	ssd	radeon rx 560x	win10	2.3
Aspire 3 A315-54-3501 (NX.HEFSV.003)	10990.0	acer	15	fhd	intel	3	8	4	256	ssd	uhd 620	win10	1.7
Nitro 5 AN515-52-53PC (NH.Q3MSV.00B)	18990.0	acer	15	fhd	intel	5	8	8	512	ssd	gtx 1050	win10	2.5
Swift 3 SF314-41-R4J1 (NX.HFDSV.001)	12990.0	acer	14	fhd	amd	3	3	4	256	ssd	radeon vega 3	win10	1.5
Aspire 5 A515-53-50ZD (NX.H6DSV.001)	14990.0	acer	15	hd	intel	5	8	4	1000	hdd	uhd 620	win10	2.0
Swift 5 SF514-53T-58PN (NX.H7HSV.001)	23990.0	acer	14	fhd	intel	5	8	8	256	ssd	uhd 620	win10	1.0
Aspire 5 A514-51-58ZJ (NX.H6XSV.001)	14990.0	acer	14	hd	intel	5	8	4	1000	hdd	uhd 620	win10	1.9
Aspire 5 A515-53-5112 (NX.H6DSV.002)	14990.0	acer	15	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	2.1
Nitro 5 AN515-54-595D (NH.Q59SV.025)	25490.0	acer	15	fhd	intel	5	9	8	512	ssd	gtx 1650	win10	2.3
Swift 3 SF314-41-R8VS (NX.HFDSV.002)	14990.0	acer	14	fhd	amd	5	3	4	256	ssd	radeon vega 8	win10	1.5
Nitro 5 AN515-54-71HS (NH.Q59SV.018)	27990.0	acer	15	fhd	intel	7	9	8	256	ssd	gtx 1650	win10	2.3
Aspire 5 A514-52-54L3 (NX.HDTSV.003)	13990.0	acer	14	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.7
Spin 3 SP314-51-36JE (NX.GUWSV.005)	13899.0	acer	14	fhd	intel	3	7	4	1000	hdd	hd 620	win10	1.7
Swift 3 SF314-56-596E (NX.H4CSV.006)	17999.0	acer	14	fhd	intel	5	8	4	256	ssd	uhd 620	win10	1.5
Aspire 5 A515-54-59KT (NX.HFNSV.009)	13990.0	acer	15	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.7
Aspire E5-476-399X (NX.GWTSV.008)	10390.0	acer	14	hd	intel	3	8	4	1000	hdd	uhd 620	win10	1.8
Swift 3 SF314-56-50AZ (NX.H4CSV.008)	18790.0	acer	14	fhd	intel	5	8	8	256	ssd	uhd 620	win10	1.5
Aspire 3 A315-34-P3LC (NX.HE3SV.004)	7790.0	acer	15	hd	intel	1	5	4	256	ssd	uhd 605	win10	1.7
Swift 3 SF315-51G-535X (NX.GSJSV.005)	19999.0	acer	15	fhd	intel	5	8	8	1000	hdd	mx150	win10	2.1
Nitro 5 AN515-54-76RK (NH.Q59SV.023)	28490.0	acer	15	fhd	intel	7	9	8	512	ssd	gtx 1650	win10	2.3
Nitro 5 AN515-54-52EZ (NH.Q59SV.019)	24990.0	acer	15	fhd	intel	5	9	8	256	ssd	gtx 1650	win10	2.3
Aspire 3 A315-54-368N (NX.HM2SV.004)	11990.0	acer	15	fhd	intel	3	10	8	512	ssd	uhd	win10	1.7
Predator Helios 300 PH315-52-78HH (NH.Q53SV.008)	37990.0	acer	15	fhd	intel	7	9	8	256	ssd	gtx 1660 ti	win10	2.4
Aspire 5 A515-54-36H3 (NX.HFNSV.006)	11990.0	acer	15	fhd	intel	3	8	4	1000	hdd	uhd 620	win10	1.7
Aspire 3 A315-54K-31DA (NX.HFYSV.001)	9990.0	acer	15	fhd	intel	3	7	4	256	ssd	hd 620	win10	1.7
Aspire 3 A315-42-R8PX (NX.HF9SV.00A)	10990.0	acer	15	fhd	amd	3	3	8	256	ssd	radeon vega 3	win10	1.7
Swift 3 SF314-41-R8G9 (NX.HFDSV.003)	16990.0	acer	14	fhd	amd	7	3	8	512	ssd	radeon rx vega 10	win10	1.5
Aspire 3 A315-54-59ZJ (NX.HM2SV.005)	14490.0	acer	15	fhd	intel	5	10	8	512	ssd	uhd	win10	1.7
Aspire 3 A315-54K-32SD (NX.HFXSV.001)	9990.0	acer	15	fhd	intel	3	7	4	256	ssd	hd 620	win10	1.7
Aspire 3 A315-54-36QY (NX.HM2SV.001)	10990.0	acer	15	fhd	intel	3	10	4	256	ssd	uhd	win10	1.7
Predator Helios 300 PH315-51-7533 (NH.Q3FSV.002)	34990.0	acer	15	fhd	intel	7	8	8	1000	hdd	gtx 1060	free dos	2.6
Swift 5 SF514-53T-740R (NX.H7KSV.002)	27990.0	acer	14	fhd	intel	7	8	8	256	ssd	uhd 620	win10	1.0
Swift 3 SF313-51-56UW (NX.H3ZSV.002)	26490.0	acer	13	fhd	intel	5	8	8	256	ssd	uhd 620	win10	1.4
Swift 3 SF314-56G-78QS (NX.HAQSV.001)	24990.0	acer	14	fhd	intel	7	8	8	512	ssd	mx250	win10	1.5
Aspire 3 A315-54-52HT (NX.HM2SV.002)	12990.0	acer	15	fhd	intel	5	10	4	256	ssd	uhd	win10	1.7
Nitro 5 AN515-54-784P (NH.Q59SV.013)	28990.0	acer	15	fhd	intel	7	9	8	1000	hdd	gtx 1650	win10	2.3
Nitro 5 AN515-52-51LW (NH.Q3LSV.002)	24040.0	acer	15	fhd	intel	5	8	8	1000	hdd	gtx 1050 ti	free dos	2.4
Swift 3 SF315-51-54H0 (NX.GSKSV.004)	16990.0	acer	15	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	2.1
Aspire 3 A315-42-R2NS (NX.HF9SV.005)	9990.0	acer	15	fhd	amd	3	3	4	256	ssd	radeon vega 3	win10	1.7
Aspire 3 A315-42-R4XD (NX.HF9SV.008)	13990.0	acer	15	fhd	amd	5	3	8	512	ssd	radeon vega 8	win10	1.7
Aspire 3 A315-54-558R (NX.HEFSV.005)	11990.0	acer	15	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.7
Swift 3 SF314-57G-53T1 (NX.HJESV.001)	19990.0	acer	14	fhd	intel	5	10	8	512	ssd	mx250	win10	1.2
Nitro 5 AN515-54-778L (NH.Q59SV.016)	32990.0	acer	15	fhd	intel	7	9	8	256	ssd	gtx 1650	win10	2.3
Nitro 5 AN515-54-58TJ (NH.Q5ASV.015)	22490.0	acer	15	fhd	intel	5	9	8	512	ssd	gtx 1050	win10	2.3
Swift 3 SF314-57-52GB (NX.HJFSV.001)	18990.0	acer	14	fhd	intel	5	10	8	512	ssd	uhd	win10	1.2
Spin 3 SP314-51-57RM (NX.GUWSV.004)	16199.0	acer	14	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.7
Aspire 3 A315-54-57PJ (NX.HEFSV.004)	12990.0	acer	15	fhd	intel	5	8	4	256	ssd	uhd 620	win10	1.7
Swift 3 SF314-57-54B2 (NX.HJKSV.001)	18990.0	acer	14	fhd	intel	5	10	8	512	ssd	uhd	win10	1.2
Nitro 5 AN515-54-53P6 (NH.Q59SV.02A)	25490.0	acer	15	fhd	intel	5	9	8	512	ssd	gtx 1650	win10	2.3
Swift 5 SF514-53T-51EX (NX.H7KSV.001)	23990.0	acer	14	fhd	intel	5	8	8	256	ssd	uhd 620	win10	1.0
Swift 3 SF314-54-51QL (NX.GXZSV.001)	17290.0	acer	14	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.5
Nitro 5 AN515-54-59WX (NH.Q59SV.012)	25490.0	acer	15	fhd	intel	5	8	8	1000	hdd	gtx 1650	win10	2.3
3 SF315-52G-87N4 (NX.GZCSV.005)	23590.0	acer	15	fhd	intel	7	8	8	128	ssd	mx150	win10	1.7
Nitro 5 AN515-52-70TD (NH.Q3LSV.008)	29990.0	acer	15	fhd	intel	7	8	8	1000	hdd	gtx 1050 ti	free dos	2.4
Swift 3 SF314-54-38J3 (NX.GXZSV.005)	14490.0	acer	14	fhd	intel	3	8	4	1000	hdd	uhd 620	win10	1.5
Swift 1 SF114-32-C7U5 (NX.GZJSV.003)	8999.0	acer	14	fhd	intel	1	4	4	64	emmc	uhd 600	win10	1.4
Nitro 7 AN715-51-750K (NH.Q5HSV.003)	34990.0	acer	15	fhd	intel	7	9	8	256	ssd	gtx 1660 ti	win10	2.4
Aspire 3 A315-54K-30FK (NX.HEESV.003)	9890.0	acer	15	hd	intel	3	7	4	1000	hdd	hd 620	win10	1.7
Predator Helios 300 PH315-51-759Y (NH.Q3FSV.004)	40990.0	acer	15	fhd	intel	7	8	16	1000	hdd	gtx 1060	free dos	2.6
Aspire E5-575-35M7 (NX.GLBSV.010)	9499.0	acer	15	fhd	intel	3	6	4	500	hdd	hd 520	free dos	2.2
Aspire E5-476-58KG (NX.GRDSV.001)	12899.0	acer	14	fhd	intel	5	8	4	1000	hdd	uhd 620	free dos	2.0
Aspire E5-576G-87FG (NX.GRQSV.002)	16999.0	acer	15	fhd	intel	7	8	4	1000	hdd	mx150	free dos	2.2
Aspire E5-576G-57Y2 (NX.GSBSV.001)	14790.0	acer	15	fhd	intel	5	8	4	1000	hdd	mx150	free dos	2.2
Aspire E5-576-34ND (NX.GRYSV.004)	10790.0	acer	15	fhd	intel	3	8	4	1000	hdd	uhd 620	win10	2.2
Aspire E5-576-88EP (NX.H2ESV.001)	17490.0	acer	15	fhd	intel	7	8	4	1000	hdd	mx130	win10	2.2
Aspire E5-576-54WQ (NX.GRYSV.001)	12890.0	acer	15	fhd	intel	5	8	4	1000	hdd	uhd 620	free dos	2.2
Swift 5 SF514-53T-720R (NX.H7HSV.002)	27990.0	acer	14	fhd	intel	7	8	8	256	ssd	uhd 620	win10	1.0
Predator Helios 300 PH315-52-7688 (NH.Q54SV.002)	44990.0	acer	15	fhd	intel	7	9	16	256	ssd	rtx 2060	win10	2.4
Nitro 7 AN715-51-71F8 (NH.Q5HSV.004)	34990.0	acer	15	fhd	intel	7	9	8	512	ssd	gtx 1660 ti	win10	2.3
Swift 3 SF315-51-530V (NX.GSKSV.001)	16990.0	acer	15	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	2.1
Nitro 5 AN515-52-75FT (NH.Q3LSV.003)	24790.0	acer	15	fhd	intel	7	8	8	1000	hdd	gtx 1050 ti	free dos	2.4
Swift 1 SF114-32-C9FV (NX.GXQSV.002)	8999.0	acer	14	fhd	intel	1	4	4	64	emmc	uhd 600	win10	1.4
Swift 5 SF515-51T-77M4 (NX.H69SV.002)	32990.0	acer	15	fhd	intel	7	8	8	256	ssd	uhd 620	win10	1.0
Swift 5 SF515-51T-71Q1 (NX.H7QSV.002)	32990.0	acer	15	fhd	intel	7	8	8	256	ssd	uhd 620	win10	1.0
Nitro 5 AN515-54-71UP (NH.Q5ASV.008)	24990.0	acer	15	fhd	intel	7	8	8	256	ssd	gtx 1050	win10	2.2
Aspire 5 A514-52-516K (NX.HMHSV.002)	14490.0	acer	14	fhd	intel	5	10	4	256	ssd	uhd 620	win10	1.6
Predator Triton 500 PT515-51-73AA (NH.Q50SV.004)	49990.0	acer	15	fhd	intel	7	9	16	256	ssd	rtx 2060	win10	2.1
Swift 7 SF714-52T-7134 (NX.H98SV.002)	49990.0	acer	14	fhd	intel	7	8	16	512	ssd	uhd 615	win10	0.8
Swift 7 SF714-52T-710F (NX.HB4SV.002)	49990.0	acer	14	fhd	intel	7	8	16	512	ssd	uhd 615	win10	0.8
Swift 3 SF314-58-39BZ (NX.HPMSV.007)	14990.0	acer	14	fhd	intel	3	10	4	512	ssd	uhd	win10	1.2
Swift 3 SF314-58-55RJ (NX.HPMSV.006)	17990.0	acer	14	fhd	intel	5	10	4	512	ssd	uhd	win10	1.5
VivoBook 14 A412FA-EK377T	12590.0	asus	14	fhd	intel	3	8	4	256	ssd	uhd 620	win10	1.5
ROG Strix G G531GD-AL025T	22990.0	asus	15	fhd	intel	5	9	8	512	ssd	gtx 1050	win10	2.4
VivoBook 14 A412FA-EK156T	11990.0	asus	14	fhd	intel	3	8	4	1000	hdd	uhd 620	win10	1.5
VivoBook X407MA-BV043T	6390.0	asus	14	hd	intel	1	4	4	1000	hdd	uhd 600	win10	1.5
TUF Gaming FX505DD-AL186T	21990.0	asus	15	fhd	amd	5	3	8	512	ssd	gtx 1050	win10	2.2
VivoBook 15 A512FA-EJ202T	15990.0	asus	15	fhd	intel	5	8	8	1000	hdd	uhd 620	win10	1.7
VivoBook 15 A512FA-EJ117T	12290.0	asus	15	fhd	intel	3	8	4	1000	hdd	uhd 620	win10	1.7
TUF Gaming FX505GD-BQ012T	21490.0	asus	15	fhd	intel	5	8	8	1000	hdd	gtx 1050	win10	2.2
VivoBook 15 A512DA-EJ422T	15290.0	asus	15	fhd	amd	5	3	8	512	ssd	radeon vega 8	win10	1.6
VivoBook X407UF-BV056T	13390.0	asus	14	hd	intel	5	8	4	1000	hdd	mx130	win10	1.6
VivoBook S15 S531FL-BQ190T	20790.0	asus	15	fhd	intel	5	8	8	512	ssd	mx250	win10	1.7
VivoBook 15 A512FL-EJ166T	21990.0	asus	15	fhd	intel	7	8	8	512	ssd	mx250	win10	1.7
ZenBook 14 UX433FA-A6113T	22990.0	asus	14	fhd	intel	5	8	8	256	ssd	uhd 620	win10	1.2
14 X409FA-EK199T	13390.0	asus	14	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.5
VivoBook S15 S530FA-BQ066T	17190.0	asus	15	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.8
ZenBook 13 UX333FA-A4011T	22990.0	asus	13	fhd	intel	5	8	8	256	ssd	uhd 620	win10	1.2
VivoBook S14 S431FA-EB075T	18990.0	asus	14	fhd	intel	5	8	8	512	ssd	uhd 620	win10	1.4
VivoBook 15 A512DA-EJ406T	15290.0	asus	15	fhd	amd	5	3	8	512	ssd	radeon vega 8	win10	1.6
ZenBook 13 UX333FA-A4181T	22990.0	asus	13	fhd	intel	5	8	8	256	ssd	uhd 620	win10	1.2
VivoBook 15 A512FA-EJ837T	13290.0	asus	15	fhd	intel	3	8	4	512	ssd	uhd 620	win10	1.7
15 X509FJ-EJ153T	14890.0	asus	15	fhd	intel	5	8	4	1000	hdd	mx230	win10	1.8
ROG Strix G G531GD-AL034T	26490.0	asus	15	fhd	intel	7	9	8	512	ssd	gtx 1050	win10	2.4
VivoBook X507UF-EJ121T	14590.0	asus	15	fhd	intel	5	8	4	1000	hdd	mx130	win10	1.7
14 X409UA-EK092T	10390.0	asus	14	fhd	intel	3	7	4	1000	hdd	hd 620	win10	1.6
VivoBook X505ZA-EJ563T	12990.0	asus	15	fhd	amd	5	2	4	1000	hdd	radeon vega 8	win10	1.7
ZenBook 14 UX433FA-A6061T	22990.0	asus	14	fhd	intel	5	8	8	256	ssd	uhd 620	win10	1.2
VivoBook S14 S430FA-EB069T	13890.0	asus	14	fhd	intel	3	8	4	1000	hdd	uhd 620	win10	1.4
VivoBook S14 S430FA-EB074T	16890.0	asus	14	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.4
VivoBook 15 A512FA-EJ1170T	13290.0	asus	15	fhd	intel	3	8	4	512	ssd	uhd 620	win10	1.7
15 X509FJ-EJ155T	15890.0	asus	15	fhd	intel	5	8	4	512	ssd	mx230	win10	1.7
VivoBook 14 A412FA-EK223T	12990.0	asus	14	fhd	intel	3	8	4	512	ssd	uhd 620	win10	1.5
PRO P1440FA-FA0609T	12690.0	asus	14	fhd	intel	3	8	4	1000	hdd	uhd 620	win10	1.8
ROG Strix SCAR II GL504GM-ES312T	39990.0	asus	15	fhd	intel	7	8	8	256	ssd	gtx 1060	win10	2.4
VivoBook 14 A412FA-EK153T	15990.0	asus	14	fhd	intel	5	8	8	1000	hdd	uhd 620	win10	1.5
ROG Strix G G531GT-AL017T	28990.0	asus	15	fhd	intel	7	9	8	512	ssd	gtx 1650	win10	2.3
VivoBook S13 S330FA-EY004T	14990.0	asus	13	fhd	intel	3	8	4	256	ssd	uhd 620	win10	1.2
ZenBook 14 UX433FA-A6076T	27490.0	asus	14	fhd	intel	7	8	8	512	ssd	uhd 620	win10	1.2
TUF Gaming FX505DT-AL003T	23490.0	asus	15	fhd	amd	7	3	8	512	ssd	gtx 1650	win10	2.2
VivoBook S15 S531FA-BQ104T	19290.0	asus	15	fhd	intel	5	8	8	512	ssd	uhd 620	win10	1.7
VivoBook X407UA-BV345T	9990.0	asus	14	hd	intel	3	7	4	1000	hdd	hd 620	win10	1.5
VivoBook X507MA-BR059T	7490.0	asus	15	hd	intel	1	5	4	1000	hdd	uhd 605	win10	1.7
VivoBook 15 A512FL-EJ164T	18990.0	asus	15	fhd	intel	5	8	8	512	ssd	mx250	win10	1.7
ROG Strix G G531GT-AL007T	25490.0	asus	15	fhd	intel	5	9	8	512	ssd	gtx 1650	win10	2.4
VivoBook S15 S530UN-BQ263T	18090.0	asus	15	fhd	intel	5	8	4	1000	hdd	mx150	win10	1.8
ZenBook 13 UX333FA-A4046T	22990.0	asus	13	fhd	intel	5	8	8	256	ssd	uhd 620	win10	1.2
VivoBook S14 S430FA-EB075T	16890.0	asus	14	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.4
15 X509FA-EJ099T	11490.0	asus	15	fhd	intel	3	8	4	1000	hdd	uhd 620	win10	1.8
VivoBook S15 S530FA-BQ431T	14790.0	asus	15	fhd	intel	3	8	4	256	ssd	uhd 620	win10	1.8
14 X409UA-EK093T	10390.0	asus	14	fhd	intel	3	7	4	1000	hdd	hd 620	win10	1.6
VivoBook 14 A412FJ-EK149T	18490.0	asus	14	fhd	intel	5	8	8	512	ssd	mx230	win10	1.5
VivoBook S15 S530FA-BQ186T	14190.0	asus	15	fhd	intel	3	8	4	1000	hdd	uhd 620	win10	1.8
VivoBook 15 A512FL-EJ165T	20990.0	asus	15	fhd	intel	7	8	8	1000	hdd	mx250	win10	1.7
VivoBook S15 S530UA-BQ072T	13690.0	asus	15	fhd	intel	3	8	4	1000	hdd	uhd 620	win10	1.8
VivoBook S15 S530UA-BQ100T	16190.0	asus	15	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.8
VivoBook S15 S530UA-BQ278T	16190.0	asus	15	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.8
15 X509FA-EJ101T	13590.0	asus	15	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.9
VivoBook 15 A512FA-EJ555T	12890.0	asus	15	fhd	intel	3	8	4	256	ssd	uhd 620	win10	1.7
PRO P1440FA-FA0420T	12590.0	asus	14	fhd	intel	3	8	4	256	ssd	uhd 620	win10	1.6
VivoBook S14 S410UN-EB279T	18990.0	asus	14	fhd	intel	5	8	4	1000	hdd	mx150	win10	1.3
PRO P1440UA-FQ0083T	14990.0	asus	14	hd	intel	5	8	4	1000	hdd	uhd 620	win10	1.7
VivoBook S15 S530FN-BQ138T	22090.0	asus	15	fhd	intel	7	8	8	1000	hdd	mx150	win10	1.7
TUF Gaming FX705DD-AU059T	21990.0	asus	17	fhd	amd	7	3	8	512	ssd	gtx 1050	win10	2.7
ZenBook 14 UX433FA-A6111T	27490.0	asus	14	fhd	intel	7	8	8	512	ssd	uhd 620	win10	1.2
VivoBook S15 S530FN-BQ133T	19590.0	asus	15	fhd	intel	5	8	4	512	ssd	mx150	win10	1.8
VivoBook S13 S330FA-EY113T	16490.0	asus	13	fhd	intel	3	8	8	512	ssd	uhd 620	win10	1.2
ZenBook 13 UX333FA-A4117T	23490.0	asus	13	fhd	intel	5	8	8	512	ssd	uhd 620	win10	1.2
VivoBook 14 A412FJ-EK192T	20490.0	asus	14	fhd	intel	7	8	8	1000	hdd	mx230	win10	1.5
ROG Zephyrus S GX531GM-ES004T	54990.0	asus	15	fhd	intel	7	8	16	512	ssd	gtx 1060	win10	2.1
PRO P1440UA-FQ0058T	12990.0	asus	14	hd	intel	3	8	4	1000	hdd	uhd 620	win10	1.7
ZenBook Flip 13 UX362FA-EL205T	26990.0	asus	13	fhd	intel	5	8	8	512	ssd	uhd 620	win10	1.3
ZenBook 13 UX333FA-A4118T	22990.0	asus	13	fhd	intel	5	8	8	512	ssd	uhd 620	win10	1.2
VivoBook S14 S430FA-EB021T	14490.0	asus	14	fhd	intel	3	8	4	256	ssd	uhd 620	win10	1.4
TUF Gaming FX505DU-AL070T	26990.0	asus	15	fhd	amd	7	3	8	512	ssd	gtx 1660 ti	win10	2.2
VivoBook S14 S431FA-EB076T	18990.0	asus	14	fhd	intel	5	8	8	512	ssd	uhd 620	win10	1.4
VivoBook S14 S430UA-EB003T	13390.0	asus	14	fhd	intel	3	8	4	1000	hdd	uhd 620	win10	1.4
VivoBook S14 S430FA-EB071T	13890.0	asus	14	fhd	intel	3	8	4	1000	hdd	uhd 620	win10	1.4
VivoBook A411UN-BV349T	15190.0	asus	14	hd	intel	5	8	4	1000	hdd	mx150	win10	1.4
VivoBook 15 A512FA-EJ1171T	13290.0	asus	15	fhd	intel	3	8	4	512	ssd	uhd 620	win10	1.7
VivoBook S13 S330FA-EY115T	16490.0	asus	13	fhd	intel	3	8	8	512	ssd	uhd 620	win10	1.2
VivoBook 14 A412FJ-EK148T	17490.0	asus	14	fhd	intel	5	8	8	1000	hdd	mx230	win10	1.5
ZenBook 14 UX433FN-A6124T	24900.0	asus	14	fhd	intel	5	8	8	512	ssd	mx150	win10	1.2
VivoBook S15 S530UN-BQ028T	22190.0	asus	15	fhd	intel	7	8	8	256	ssd	mx150	win10	1.7
VivoBook S15 S530FN-BQ139T	22090.0	asus	15	fhd	intel	7	8	8	1000	hdd	mx150	win10	1.8
ZenBook Flip 13 UX362FA-EL206T	29990.0	asus	13	fhd	intel	7	8	16	512	ssd	uhd 620	win10	1.3
VivoBook S14 S430FA-EB070T	13890.0	asus	14	fhd	intel	3	8	4	1000	hdd	uhd 620	win10	1.4
15 X509FA-EJ203T	14590.0	asus	15	fhd	intel	5	8	4	512	ssd	uhd 620	win10	1.9
VivoBook S13 S330FA-EY114T	16490.0	asus	13	fhd	intel	3	8	8	512	ssd	uhd 620	win10	1.2
15 X509FJ-EJ158T	19090.0	asus	15	fhd	intel	7	8	4	512	ssd	mx230	win10	1.9
VivoBook S15 S530UN-BQ255T	18690.0	asus	15	fhd	intel	5	8	4	256	ssd	mx150	win10	1.8
ZenBook 15 UX533FD-A9091T	26490.0	asus	15	fhd	intel	5	8	8	256	ssd	gtx 1050	win10	1.7
VivoBook S15 S530FN-BQ128T	18090.0	asus	15	fhd	intel	5	8	4	1000	hdd	mx150	win10	1.7
VivoBook X542UA-GQ857T	10990.0	asus	15	hd	intel	3	8	4	1000	hdd	uhd 620	win10	2.0
VivoBook S15 S530FA-BQ032T	16690.0	asus	15	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.8
VivoBook X507UF-EJ079T	16690.0	asus	15	fhd	intel	7	8	4	1000	hdd	mx130	win10	1.7
VivoBook X407UB-BV146T	13190.0	asus	14	hd	intel	5	8	4	1000	hdd	mx110	win10	1.5
VivoBook X507UA-EJ314T	10190.0	asus	15	fhd	intel	3	7	4	1000	hdd	hd 620	win10	1.7
VivoBook X507UA-EJ483T	12890.0	asus	15	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.7
ZenBook 13 UX333FA-A4116T	26490.0	asus	13	fhd	intel	7	8	8	512	ssd	uhd 620	win10	1.2
ZenBook 15 UX533FD-A9035T	26490.0	asus	15	fhd	intel	5	8	8	256	ssd	gtx 1050	win10	1.7
ZenBook 13 UX333FA-A4184T	22990.0	asus	13	fhd	intel	5	8	8	512	ssd	uhd 620	win10	1.2
ZenBook 14 UX431FA-AN016T	21490.0	asus	14	fhd	intel	5	8	8	512	ssd	uhd 620	win10	1.5
VivoBook X505BA-BR312T	7990.0	asus	15	hd	intel	9	9	4	1000	hdd	radeon r5	win10	1.7
VivoBook 15 A512FA-EJ440T	17290.0	asus	15	fhd	intel	5	8	8	512	ssd	uhd 620	win10	1.7
VivoBook 14 A412FA-EK224T	16990.0	asus	14	fhd	intel	5	8	8	512	ssd	uhd 620	win10	1.4
14 X409FA-EK099T	13190.0	asus	14	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.5
VivoBook 15 A512DA-EJ421T	11890.0	asus	15	fhd	amd	3	3	4	256	ssd	radeon vega 3	win10	1.6
ROG Zephyrus S GX502GV-AZ061T	54990.0	asus	15	fhd	intel	7	9	16	512	ssd	rtx 2060	win10	2.0
VivoBook S13 S330FA-EY116T	19490.0	asus	13	fhd	intel	5	8	8	512	ssd	uhd 620	win10	1.2
VivoBook S15 S510UN-BQ276T	16790.0	asus	15	fhd	intel	5	8	4	1000	hdd	mx150	win10	1.6
VivoBook A411UF-BV087T	14490.0	asus	14	hd	intel	5	8	4	1000	hdd	mx130	win10	1.4
VivoBook A510UA-EJ111T	11890.0	asus	15	fhd	intel	3	8	4	1000	hdd	uhd 620	win10	1.7
VivoBook X507UF-EJ078T	14190.0	asus	15	fhd	intel	5	8	4	1000	hdd	mx130	win10	1.7
VivoBook X407UA-BV309T	9990.0	asus	14	hd	intel	3	7	4	1000	hdd	hd 620	win10	1.5
VivoBook S14 S430UA-EB132T	16390.0	asus	14	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.4
VivoBook X507UA-EJ403T	10890.0	asus	15	fhd	intel	3	8	4	1000	hdd	uhd 620	win10	1.7
ROG Strix SCAR II GL504GM-ES044T	45490.0	asus	15	fhd	intel	7	8	16	1000	hdd	gtx 1060	win10	2.4
VivoBook S15 S530UN-BQ198T	21590.0	asus	15	fhd	intel	7	8	8	1000	hdd	mx150	win10	1.8
VivoBook A510UA-EJ1123T	11590.0	asus	15	fhd	intel	3	8	4	1000	hdd	uhd 620	win10	1.7
ZenBook 13 UX333FN-A4124T	24990.0	asus	13	fhd	intel	5	8	8	512	ssd	mx150	win10	1.2
VivoBook X507MA-BR072T	6490.0	asus	15	hd	intel	1	4	4	1000	hdd	uhd 600	win10	1.7
TUF Gaming FX505GM-BN117T	28490.0	asus	15	fhd	intel	5	8	8	1000	hdd	gtx 1060	win10	2.2
PRO P1440UA-FQ0163	13990.0	asus	14	hd	intel	5	8	4	500	hdd	uhd 620	endless	1.7
VivoBook X505ZA-EJ492	9990.0	asus	15	hd	intel	3	2	4	1000	hdd	radeon vega 3	win10	1.6
VivoBook X407UA-BV551T	7490.0	asus	14	hd	intel	1	4	4	1000	hdd	hd 610	win10	1.6
VivoBook S15 S530FA-BQ067T	17190.0	asus	15	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.8
